Year,Port,Millions of Pounds,State
1999,"Gloucester, MA",50.1,MA
1999,"Dulac-Chauvin, LA",42.0,LA
1999,"Seward, AK",41.8,AK
1999,"Atlantic City, NJ",41.2,NJ
1999,"Moss Landing, CA",40.7,CA
1999,"Sitka, AK",36.2,AK
1999,"Rockland, ME",35.8,ME
1999,"Wanchese-Stumpy Point, NC",33.6,NC
1999,"Point Pleasant, NJ",33.4,NJ
1999,"Honolulu, HI",30.6,HI
1999,"Coos Bay-Charleston, OR",26.0,OR
1999,"Westport, WA",25.6,WA
1999,"Brownsville-Port Isabel, TX",23.3,TX
1999,"Wrangell, AK",23.2,AK
1999,"Hampton Roads Area, VA",21.9,VA
1999,"Bellingham, WA",21.2,WA
1999,"Provincetown-Chatham, MA",20.0,MA
1999,"Key West, FL",19.8,FL
1999,"Kenai, AK",19.6,AK
1999,"Golden Meadow-Leeville, LA",19.0,LA
1999,"Galveston, TX",18.0,TX
1999,"Bayou La Batre, AL",17.8,AL
1999,"Homer, AK",17.4,AK
1999,"Delacroix-Yscloskey, LA",16.0,LA
1999,"Engelhard-Swanquarter, NC",15.7,NC
1999,"Crescent City, CA",14.3,CA
1999,"Grand Isle, LA",14.0,LA
1999,"Gulfport-Biloxi, MS",13.4,MS
1999,"Delcambre, LA",13.0,LA
1999,"Montauk, NY",12.9,NY
1999,"Palacios, TX",12.8,TX
1999,"Eureka, CA",12.1,CA
1999,"Hampton Bay-Shinnicock, NY",11.7,NY
1999,"Tampa Bay-St. Petersburg, FL",11.1,FL
1999,"Oriental-Vandemere, NC",11.0,NC
1999,"Ocean City, MD",10.9,MD
1999,"Belhaven-Washington, NC",10.8,NC
1999,"Ilwaco-Chinook, WA",10.5,WA
1999,"Orleans, LA",10.0,LA
1999,"Long Beach-Barnegat, NJ",9.8,NJ
1999,"Fort Myers, FL",9.7,FL
1999,"San Francisco Area, CA",9.5,CA
1999,"Port Arthur, TX",8.9,TX
1999,"Cape Canaveral, FL",8.9,FL
1999,"Port St. Joe, FL",8.3,FL
1999,"Boston, MA",8.3,MA
1999,"Lafitte-Barataria, LA",8.0,LA
1999,"Iberia, LA",8.0,LA
1999,"Fort Bragg, CA",7.9,CA
1999,"Stonington, CT",7.6,CT
1999,"Juneau, AK",7.6,AK
1999,"Anchorage, AK",7.2,AK
1999,"Santa Barbara, CA",7.0,CA
1999,"Haines, AK",7.0,AK
1999,"Charleston-Mt. Pleasant, SC",6.8,SC
1999,"Apalachicola, FL",6.8,FL
1999,"Blaine, WA",6.5,WA
1999,"Belford, NJ",6.4,NJ
1999,"Aransas Pass-Rockport, TX",6.4,TX
1999,"Brookings, OR",6.2,OR
1999,"Beaufort, SC",6.2,SC
1999,"Freeport, TX",5.9,TX
1999,"Craig, AK",5.8,AK
1999,"Monterey, CA",5.7,CA
1999,"Greenport, NY",5.7,NY
1999,"New London, CT",5.4,CT
1999,"Darien-Bellville, GA",4.9,GA
1999,"Chincoteague, VA",4.9,VA
1999,"Bon Secour-Gulf Shores, AL",4.7,AL
1999,"Panama City, FL",4.1,FL
1999,"San Diego, CA",4.0,CA
1999,"Mayport, FL",3.9,FL
1999,"Seabrook, TX",3.8,TX
1999,"Anacortes-La Conner, WA",3.5,WA
1999,"Georgetown, SC",3.4,SC
1999,"Stonington, ME",3.2,ME
1999,"Seattle, WA",2.7,WA
1999,"Jonesport, ME",2.5,ME
1998,"Dutch Harbor, AK",597.1,AK
1998,"Reedville, VA",509.0,VA
1998,"Kodiak, AK",357.6,AK
1998,"Empire-Venice, LA",328.0,LA
1998,"Seattle, WA",312.8,WA
1998,"Cameron, LA",257.4,LA
1998,"Intracoastal City, LA",206.7,LA
1998,"Pascagoula-Moss Point, MS",193.2,MS
1998,"Morgan City-Berwick, LA",158.6,LA
1998,"Los Angeles, CA",150.9,CA
1998,"Newport, OR",117.6,OR
1998,"Gloucester, MA",107.1,MA
1998,"Ketchikan, AK",99.9,AK
1998,"Cape May-Wildwood, NJ",93.9,NJ
1998,"New Bedford, MA",91.9,MA
1998,"Astoria, OR",87.7,OR
1998,"Point Judith, RI",75.4,RI
1998,"Petersburg, AK",73.0,AK
1998,"Portland, ME",46.5,ME
1998,"Cordova, AK",45.4,AK
1998,"Seward, AK",45.0,AK
1998,"Rockland, ME",39.0,ME
1998,"Atlantic City, NJ",37.3,NJ
1998,"Wanchese-Stumpy Point, NC",36.7,NC
1998,"Westport, WA",34.5,WA
1998,"Naknek, AK",34.1,AK
1998,"Point Pleasant, NJ",32.9,NJ
1998,"Dulac-Chauvin, LA",30.5,LA
1998,"Honolulu, HI",28.3,HI
1998,"Moss Landing, CA",27.6,CA
1998,"Hampton Roads Area, VA",24.8,VA
1998,"Brownsville-Port Isabel, TX",24.7,TX
1998,"Bellingham, WA",24.0,WA
1998,"Bayou La Batre, AL",23.6,AL
1998,"Crescent City, CA",22.9,CA
1998,"Sitka, AK",19.3,AK
1998,"Homer, AK",19.0,AK
1998,"Key West, FL",18.9,FL
1998,"Kenai, AK",18.7,AK
1998,"Ilwaco-Chinook, WA",18.1,WA
1998,"Wrangell, AK",17.9,AK
1998,"Engelhard-Swanquarter, NC",17.7,NC
1998,"Golden Meadow-Leeville, LA",17.6,LA
1998,"Provincetown-Chatham, MA",17.2,MA
1998,"Galveston, TX",16.3,TX
1998,"Port Hueneme-Oxnard-Ventura, CA",16.2,CA
1998,"Hampton Bay-Shinnicock, NY",14.7,NY
1998,"Port Arthur, TX",14.6,TX
1998,"Palacios, TX",14.6,TX
1998,"Coos Bay-Charleston, OR",14.6,OR
1998,"Tampa Bay-St. Petersburg, FL",14.4,FL
1998,"Grand Isle, LA",14.4,LA
1998,"Gulfport-Biloxi, MS",14.1,MS
1998,"Delacroix-Yscloskey, LA",14.0,LA
1998,"Eureka, CA",12.8,CA
1998,"Montauk, NY",12.7,NY
1998,"Long Beach-Barnegat, NJ",12.6,NJ
1998,"Delcambre, LA",12.4,LA
1998,"Ocean City, MD",11.4,MD
1998,"Fort Myers, FL",10.9,FL
1998,"Orleans, LA",10.7,LA
1998,"Oriental-Vandemere, NC",10.6,NC
1998,"Belhaven-Washington, NC",10.2,NC
1998,"San Francisco Area, CA",9.1,CA
1998,"Boston, MA",9.0,MA
1998,"Cape Canaveral, FL",8.9,FL
1998,"Aransas Pass-Rockport, TX",8.5,TX
1998,"Fort Bragg, CA",8.2,CA
1998,"Newport, RI",8.0,RI
1998,"Greenport, NY",8.0,NY
1998,"Belford, NJ",7.7,NJ
1998,"Port St. Joe, FL",7.3,FL
1998,"Freeport, TX",7.3,TX
1998,"Anchorage, AK",7.1,AK
1998,"Assumption, MA",7.0,MA
1998,"Monterey, CA",6.9,CA
1998,"Charleston-Mt. Pleasant, SC",6.8,SC
1998,"Beaufort, SC",6.4,SC
1998,"Apalachicola, FL",6.4,FL
1998,"St. Martin, LA",6.0,LA
1998,"Lafitte-Barataria, LA",5.9,LA
1998,"Juneau, AK",5.8,AK
1998,"Stonington, CT",5.6,CT
1998,"Darien-Bellville, GA",5.6,GA
1998,"Anacortes-La Conner, WA",5.6,WA
1998,"San Diego, CA",5.4,CA
1998,"Iberia, LA",5.4,LA
1998,"Brookings, OR",5.4,OR
1998,"New London, CT",5.3,CT
1998,"Santa Barbara, CA",5.1,CA
1998,"Bon Secour-Gulf Shores, AL",4.9,AL
1998,"Stonington, ME",4.6,ME
1998,"Bodega Bay, CA",4.6,CA
1998,"Shelton, WA",3.7,WA
1998,"Mayport, FL",3.5,FL
1998,"Georgetown, SC",2.9,SC
1998,"Jonesport, ME",2.8,ME
1998,"Cape Charles-Oyster, VA",2.6,VA
1998,"Savannah, GA",2.5,GA
1998,"Chincoteague, VA",1.3,VA
1997,"Dutch Harbor, AK",587.8,AK
1997,"Reedville, VA",499.4,VA
1997,"Empire-Venice, LA",395.9,LA
1997,"Cameron, LA",379.6,LA
1997,"Seattle, WA",336.1,WA
1997,"Kodiak, AK",277.5,AK
1997,"Intracoastal City, LA",270.8,LA
1997,"Morgan City-Berwick, LA",222.9,LA
1997,"Los Angeles, CA",168.2,CA
1997,"Pascagoula-Moss Point, MS",164.7,MS
1997,"Astoria, OR",114.8,OR
1997,"Port Hueneme-Oxnard-Ventura, CA",111.9,CA
1997,"Newport, OR",107.7,OR
1997,"New Bedford, MA",83.7,MA
1997,"Gloucester, MA",81.5,MA
1997,"Portland, ME",74.7,ME
1997,"Point Judith, RI",74.5,RI
1997,"Cape May-Wildwood, NJ",71.0,NJ
1997,"Petersburg, AK",70.1,AK
1997,"Rockland, ME",68.3,ME
1997,"Ketchikan, AK",65.2,AK
1997,"Cordova, AK",59.4,AK
1997,"Moss Landing, CA",44.6,CA
1997,"Naknek, AK",41.5,AK
1997,"Atlantic City, NJ",39.0,NJ
1997,"Wanchese-Stumpy Point, NC",38.1,NC
1997,"Kenai, AK",36.5,AK
1997,"Seward, AK",32.8,AK
1997,"Crescent City, CA",32.7,CA
1997,"Dulac-Chauvin, LA",32.5,LA
1997,"Point Pleasant, NJ",32.4,NJ
1997,"Westport, WA",31.3,WA
1997,"Monterey, CA",30.7,CA
1997,"San Francisco Area, CA",29.4,CA
1997,"Honolulu, HI",28.3,HI
1997,"Bellingham, WA",24.8,WA
1997,"Homer, AK",24.6,AK
1997,"Hampton Roads Area, VA",24.2,VA
1997,"Coos Bay-Charleston, OR",21.5,OR
1997,"Sitka, AK",21.3,AK
1997,"Eureka, CA",19.7,CA
1997,"Key West, FL",18.8,FL
1997,"Provincetown-Chatham, MA",16.8,MA
1997,"Golden Meadow-Leeville, LA",15.1,LA
1997,"Engelhard-Swanquarter, NC",14.7,NC
1997,"Delacroix-Yscloskey, LA",13.9,LA
1997,"Fort Bragg, CA",13.8,CA
1997,"Brownsville-Port Isabel, TX",13.8,TX
1997,"Montauk, NY",13.6,NY
1997,"Hampton Bay-Shinnicock, NY",13.6,NY
1997,"Wrangell, AK",13.4,AK
1997,"Ocean City, MD",13.3,MD
1997,"Oriental-Vandemere, NC",13.2,NC
1997,"Ilwaco-Chinook, WA",13.1,WA
1997,"Grand Isle, LA",12.7,LA
1997,"Galveston, TX",12.5,TX
1997,"Belhaven-Washington, NC",12.4,NC
1997,"Bayou La Batre, AL",12.1,AL
1997,"Delcambre, LA",11.9,LA
1997,"Palacios, TX",11.5,TX
1997,"Boston, MA",10.4,MA
1997,"Cape Canaveral, FL",10.3,FL
1997,"Brookings, OR",10.2,OR
1997,"Long Beach-Barnegat, NJ",9.9,NJ
1997,"Belford, NJ",9.9,NJ
1997,"Port Arthur, TX",9.5,TX
1997,"Gulfport-Biloxi, MS",9.5,MS
1997,"Tampa Bay-St. Petersburg, FL",9.4,FL
1997,"Santa Barbara, CA",9.4,CA
1997,"Newport, RI",8.1,RI
1997,"Aransas Pass-Rockport, TX",7.8,TX
1997,"Fort Myers, FL",7.7,FL
1997,"Anchorage, AK",7.6,AK
1997,"Charleston-Mt. Pleasant, SC",7.1,SC
1997,"Greenport, NY",6.8,NY
1997,"Anacortes-La Conner, WA",6.5,WA
1997,"Morro Bay, CA",6.1,CA
1997,"Lafitte-Barataria, LA",6.1,LA
1997,"Bodega Bay, CA",6.0,CA
1997,"Freeport, TX",5.8,TX
1997,"New London, CT",5.7,CT
1997,"Darien-Bellville, GA",5.7,GA
1997,"Neah Bay, WA",5.6,WA
1997,"Apalachicola, FL",5.6,FL
1997,"Stonington, CT",5.4,CT
1997,"Iberia, LA",5.4,LA
1997,"Beaufort, SC",5.4,SC
1997,"Stonington, ME",5.3,ME
1997,"Juneau, AK",5.3,AK
1997,"Jonesport, ME",5.3,ME
1997,"Mayport, FL",3.9,FL
1997,"Bon Secour-Gulf Shores, AL",3.9,AL
1997,"Panama City, FL",3.6,FL
1997,"San Diego, CA",3.5,CA
1997,"Naples, FL",3.4,FL
1997,"Poulsbo, WA",3.3,WA
1997,"Savannah, GA",3.1,GA
1997,"Georgetown, SC",3.1,SC
1997,"Shelton, WA",2.6,WA
1997,"Chincoteague, VA",1.2,VA
1997,"Cape Charles-Oyster, VA",0.7,VA
1996,"Reedville, VA",584.4,VA
1996,"Dutch Harbor, AK",579.6,AK
1996,"Empire-Venice, LA",316.5,LA
1996,"Cameron, LA",315.7,LA
1996,"Seattle, WA",241.2,WA
1996,"Kodiak, AK",202.7,AK
1996,"Intracoastal City, LA",199.0,LA
1996,"Morgan City-Berwick, LA",162.9,LA
1996,"Los Angeles, CA",156.9,CA
1996,"Pascagoula-Moss Point, MS",148.0,MS
1996,"Port Hueneme-Oxnard-Ventura, CA",138.9,CA
1996,"Ketchikan, AK",136.8,AK
1996,"Newport, OR",115.0,OR
1996,"Astoria, OR",107.0,OR
1996,"Petersburg, AK",105.0,AK
1996,"New Bedford, MA",91.3,MA
1996,"Cape May-Wildwood, NJ",82.6,NJ
1996,"Portland, ME",78.3,ME
1996,"Gloucester, MA",76.9,MA
1996,"Point Judith, RI",63.4,RI
1996,"Cordova, AK",55.4,AK
1996,"Rockland, ME",52.7,ME
1996,"Westport, WA",45.6,WA
1996,"Wanchese-Stumpy Point, NC",43.4,NC
1996,"Valdez, AK",41.6,AK
1996,"Atlantic City, NJ",40.9,NJ
1996,"Dulac-Chauvin, LA",38.3,LA
1996,"Kenai, AK",37.9,AK
1996,"Sitka, AK",32.0,AK
1996,"Seward, AK",29.2,AK
1996,"Crescent City, CA",26.4,CA
1996,"Moss Landing, CA",25.3,CA
1996,"Wrangell, AK",25.1,AK
1996,"Monterey, CA",24.9,CA
1996,"Coos Bay-Charleston, OR",24.0,OR
1996,"Ilwaco-Chinook, WA",23.9,WA
1996,"Key West, FL",23.7,FL
1996,"Honolulu, HI",22.9,HI
1996,"Hampton Roads Area, VA",22.9,VA
1996,"Point Pleasant, NJ",22.1,NJ
1996,"Brownsville-Port Isabel, TX",22.0,TX
1996,"Homer, AK",21.8,AK
1996,"Bellingham, WA",21.4,WA
1996,"Cape Canaveral, FL",21.2,FL
1996,"Galveston, TX",21.0,TX
1996,"Bayou La Batre, AL",20.4,AL
1996,"San Francisco Area, CA",19.2,CA
1996,"Newport, RI",18.0,RI
1996,"Eureka, CA",18.0,CA
1996,"Provincetown-Chatham, MA",17.8,MA
1996,"Ocean City, MD",16.3,MD
1996,"Hampton Bay-Shinnicock, NY",15.7,NY
1996,"Engelhard-Swanquarter, NC",15.0,NC
1996,"Belhaven-Washington, NC",14.2,NC
1996,"Golden Meadow-Leeville, LA",14.1,LA
1996,"Oriental-Vandemere, NC",14.0,NC
1996,"Grand Isle, LA",13.9,LA
1996,"New London, CT",13.8,CT
1996,"Brookings, OR",13.0,OR
1996,"Aransas Pass-Rockport, TX",13.0,TX
1996,"Port Arthur, TX",12.0,TX
1996,"Anacortes-La Conner, WA",12.0,WA
1996,"Belford, NJ",11.9,NJ
1996,"Tampa Bay-St. Petersburg, FL",11.8,FL
1996,"Palacios, TX",11.0,TX
1996,"Fort Myers, FL",11.0,FL
1996,"Santa Barbara, CA",10.9,CA
1996,"Fort Bragg, CA",10.9,CA
1996,"Delacroix-Yscloskey, LA",10.1,LA
1996,"Boston, MA",10.1,MA
1996,"Long Beach-Barnegat, NJ",9.9,NJ
1996,"Montauk, NY",9.4,NY
1996,"Delcambre, LA",9.3,LA
1996,"Gulfport-Biloxi, MS",9.2,MS
1996,"Anchorage, AK",8.2,AK
1996,"Greenport, NY",7.7,NY
1996,"Poulsbo, WA",6.9,WA
1996,"Charleston-Mt. Pleasant, SC",6.9,SC
1996,"Juneau, AK",6.6,AK
1996,"Elizabeth City, NC",6.5,NC
1996,"Apalachicola, FL",6.5,FL
1996,"Iberia, LA",6.0,LA
1996,"Freeport, TX",6.0,TX
1996,"Lafitte-Barataria, LA",5.7,LA
1996,"Darien-Bellville, GA",5.5,GA
1996,"Morro Bay, CA",5.4,CA
1996,"Neah Bay, WA",5.3,WA
1996,"Shelton, WA",5.1,WA
1996,"Bon Secour-Gulf Shores, AL",5.1,AL
1996,"Beaufort, SC",4.8,SC
1996,"Orleans, LA",4.6,LA
1996,"Stonington, ME",3.5,ME
1996,"San Diego, CA",3.4,CA
1996,"Savannah, GA",3.0,GA
1996,"Jonesport, ME",2.0,ME
1996,"Cape Charles-Oyster, VA",1.1,VA
1996,"Chincoteague, VA",0.9,VA
1995,"Reedville, VA",704.5,VA
1995,"Dutch Harbor, AK",684.6,AK
1995,"Kodiak, AK",362.4,AK
1995,"Empire-Venice, LA",298.1,LA
1995,"Cameron, LA",280.0,LA
1995,"Seattle, WA",229.0,WA
1995,"Intracoastal City, LA",179.2,LA
1995,"Los Angeles, CA",168.5,CA
1995,"Pascagoula-Moss Point, MS",128.6,MS
1995,"Morgan City-Berwick, LA",127.4,LA
1995,"Dulac-Chauvin, LA",123.3,LA
1995,"Naknek, AK",120.9,AK
1995,"Port Hueneme-Oxnard-Ventura, CA",116.8,CA
1995,"Ketchikan, AK",116.7,AK
1995,"Newport, OR",112.0,OR
1995,"Astoria, OR",89.0,OR
1995,"Petersburg, AK",83.0,AK
1995,"Point Judith, RI",75.5,RI
1995,"Cape May-Wildwood, NJ",75.2,NJ
1995,"New Bedford, MA",70.8,MA
1995,"Portland, ME",66.8,ME
1995,"Gloucester, MA",64.6,MA
1995,"Rockland, ME",44.6,ME
1995,"Cordova, AK",42.5,AK
1995,"Atlantic City, NJ",42.3,NJ
1995,"Wanchese-Stumpy Point, NC",39.0,NC
1995,"Kenai, AK",35.0,AK
1995,"Sitka, AK",31.0,AK
1995,"Valdez, AK",29.5,AK
1995,"Bellingham, WA",27.0,WA
1995,"Seward, AK",24.4,AK
1995,"Westport, WA",24.0,WA
1995,"Honolulu, HI",23.9,HI
1995,"Key West, FL",23.4,FL
1995,"Homer, AK",23.3,AK
1995,"Point Pleasant, NJ",22.7,NJ
1995,"Bayou La Batre, AL",22.1,AL
1995,"Crescent City, CA",21.8,CA
1995,"Coos Bay-Charleston, OR",21.0,OR
1995,"Hampton Roads Area, VA",20.3,VA
1995,"Golden Meadow-Leeville, LA",18.7,LA
1995,"Monterey, CA",18.6,CA
1995,"Provincetown-Chatham, MA",18.5,MA
1995,"Ilwaco-Chinook, WA",18.0,WA
1995,"Hampton Bay-Shinnicock, NY",17.8,NY
1995,"Wrangell, AK",17.2,AK
1995,"Galveston, TX",17.0,TX
1995,"Brownsville-Port Isabel, TX",16.0,TX
1995,"San Francisco Area, CA",15.7,CA
1995,"Eureka, CA",15.1,CA
1995,"Belford, NJ",13.6,NJ
1995,"Moss Landing, CA",13.4,CA
1995,"Newport, RI",13.2,RI
1995,"Grand Isle, LA",12.6,LA
1995,"Ocean City, MD",12.5,MD
1995,"Gulfport-Biloxi, MS",12.0,MS
1995,"Aransas Pass-Rockport, TX",12.0,TX
1995,"Anacortes-La Conner, WA",12.0,WA
1995,"Fort Bragg, CA",11.8,CA
1995,"Anchorage, AK",11.3,AK
1995,"Montauk, NY",11.1,NY
1995,"Engelhard-Swanquarter, NC",11.0,NC
1995,"Charleston-Mt. Pleasant, SC",11.0,SC
1995,"Tampa Bay-St. Petersburg, FL",10.9,FL
1995,"Cape Canaveral, FL",10.1,FL
1995,"Boston, MA",10.1,MA
1995,"Belhaven-Washington, NC",10.0,NC
1995,"Delacroix-Yscloskey, LA",9.3,LA
1995,"Oriental-Vandemere, NC",9.0,NC
1995,"Delcambre, LA",8.6,LA
1995,"Fort Myers, FL",8.5,FL
1995,"Long Beach-Barnegat, NJ",7.1,NJ
1995,"Beaufort, SC",7.0,SC
1995,"Santa Barbara, CA",6.9,CA
1995,"Orleans, LA",6.5,LA
1995,"Bodega Bay, CA",6.4,CA
1995,"Greenport, NY",6.3,NY
1995,"Morro Bay, CA",6.2,CA
1995,"Port Arthur, TX",6.0,TX
1995,"Palacios, TX",6.0,TX
1995,"Elizabeth City, NC",6.0,NC
1995,"Darien-Bellville, GA",6.0,GA
1995,"Brookings, OR",6.0,OR
1995,"Bon Secour-Gulf Shores, AL",5.5,AL
1995,"Panama City, FL",5.4,FL
1995,"Iberia, LA",5.4,LA
1995,"Lafitte-Barataria, LA",5.2,LA
1995,"Shelton, WA",5.0,WA
1995,"Neah Bay, WA",5.0,WA
1995,"Apalachicola, FL",4.7,FL
1995,"Mayport, FL",4.3,FL
1995,"Savannah, GA",4.0,GA
1995,"Poulsbo, WA",4.0,WA
1995,"Georgetown, SC",4.0,SC
1995,"Freeport, TX",4.0,TX
1995,"San Diego, CA",3.7,CA
1995,"Stonington, ME",2.2,ME
1995,"Chincoteague, VA",1.1,VA
1995,"Jonesport, ME",0.8,ME
1995,"Cape Charles-Oyster, VA",0.4,VA
1994,"Dutch Harbor, AK",699.6,AK
1994,"Reedville, VA",512.3,VA
1994,"Empire-Venice, LA",431.7,LA
1994,"Cameron, LA",401.8,LA
1994,"Seattle, WA",391.8,WA
1994,"Kodiak, AK",307.7,AK
1994,"Intracoastal City, LA",304.8,LA
1994,"Morgan City-Berwick, LA",243.6,LA
1994,"Dulac-Chauvin, LA",217.0,LA
1994,"Pascagoula-Moss Point, MS",200.9,MS
1994,"Petersburg, AK",126.3,AK
1994,"Newport, OR",122.2,OR
1994,"Naknek, AK",100.4,AK
1994,"Los Angeles, CA",98.2,CA
1994,"Ketchikan, AK",93.6,AK
1994,"Cape May-Wildwood, NJ",85.4,NJ
1994,"Astoria, OR",78.9,OR
1994,"New Bedford, MA",68.7,MA
1994,"Port Hueneme-Oxnard-Ventura, CA",68.3,CA
1994,"Portland, ME",65.3,ME
1994,"Point Judith, RI",62.3,RI
1994,"Cordova, AK",60.8,AK
1994,"Gloucester, MA",50.6,MA
1994,"Kenai, AK",44.3,AK
1994,"Atlantic City, NJ",42.8,NJ
1994,"Wanchese-Stumpy Point, NC",39.0,NC
1994,"Point Pleasant, NJ",37.0,NJ
1994,"Rockland, ME",33.8,ME
1994,"Sitka, AK",32.4,AK
1994,"Seward, AK",30.7,AK
1994,"Crescent City, CA",28.4,CA
1994,"Monterey, CA",27.6,CA
1994,"Westport, WA",27.0,WA
1994,"Bellingham, WA",27.0,WA
1994,"Delacroix-Yscloskey, LA",25.3,LA
1994,"Ilwaco-Chinook, WA",24.0,WA
1994,"Coos Bay-Charleston, OR",24.0,OR
1994,"Key West, FL",21.5,FL
1994,"Hampton Roads Area, VA",21.0,VA
1994,"Brownsville-Port Isabel, TX",21.0,TX
1994,"Cape Canaveral, FL",19.5,FL
1994,"Homer, AK",19.2,AK
1994,"Honolulu, HI",19.1,HI
1994,"Provincetown-Chatham, MA",18.8,MA
1994,"Wrangell, AK",18.4,AK
1994,"Eureka, CA",18.4,CA
1994,"Belford, NJ",18.3,NJ
1994,"Bayou La Batre, AL",18.3,AL
1994,"Hampton Bay-Shinnicock, NY",17.5,NY
1994,"Golden Meadow-Leeville, LA",17.2,LA
1994,"Port St. Joe, FL",15.1,FL
1994,"Moss Landing, CA",14.3,CA
1994,"Engelhard-Swanquarter, NC",14.0,NC
1994,"Aransas Pass-Rockport, TX",13.0,TX
1994,"Orleans, LA",12.5,LA
1994,"Ocean City, MD",12.5,MD
1994,"Galveston, TX",12.4,TX
1994,"Newport, RI",12.1,RI
1994,"Montauk, NY",11.6,NY
1994,"Tampa Bay-St. Petersburg, FL",11.3,FL
1994,"Fort Myers, FL",11.1,FL
1994,"Belhaven-Washington, NC",11.0,NC
1994,"San Francisco Area, CA",10.9,CA
1994,"San Diego, CA",10.7,CA
1994,"Brookings, OR",10.6,OR
1994,"Fort Bragg, CA",10.2,CA
1994,"Boston, MA",10.2,MA
1994,"Oriental-Vandemere, NC",10.0,NC
1994,"Santa Barbara, CA",9.9,CA
1994,"Palacios, TX",9.8,TX
1994,"Delcambre, LA",9.8,LA
1994,"Grand Isle, LA",9.6,LA
1994,"Valdez, AK",9.5,AK
1994,"Port Arthur, TX",8.7,TX
1994,"Anchorage, AK",8.4,AK
1994,"Apalachicola, FL",8.3,FL
1994,"Charleston-Mt. Pleasant, SC",8.0,SC
1994,"Freeport, TX",7.6,TX
1994,"Gulfport-Biloxi, MS",7.5,MS
1994,"Elizabeth City, NC",7.0,NC
1994,"Anacortes-La Conner, WA",7.0,WA
1994,"Lafitte-Barataria, LA",6.8,LA
1994,"Cortez, FL",6.8,FL
1994,"Greenport, NY",6.5,NY
1994,"Mayport, FL",6.4,FL
1994,"Morro Bay, CA",6.3,CA
1994,"Darien-Bellville, GA",6.0,GA
1994,"Port Lavaca, TX",5.6,TX
1994,"Bodega Bay, CA",5.6,CA
1994,"Iberia, LA",5.1,LA
1994,"Shelton, WA",5.0,WA
1994,"Bon Secour-Gulf Shores, AL",5.0,AL
1994,"Beaufort, SC",5.0,SC
1994,"Long Beach-Barnegat, NJ",4.9,NJ
1994,"Savannah, GA",4.0,GA
1994,"Garibaldi, OR",3.2,OR
1994,"Stonington, ME",3.0,ME
1994,"Georgetown, SC",3.0,SC
1994,"Chincoteague, VA",1.3,VA
1994,"Cape Charles-Oyster, VA",0.5,VA
1993,"Dutch Harbor, AK",793.9,AK
1993,"Reedville, VA",639.9,VA
1993,"Kodiak, AK",374.2,AK
1993,"Empire-Venice, LA",335.4,LA
1993,"Cameron, LA",323.1,LA
1993,"Intracoastal City, LA",202.7,LA
1993,"Pascagoula-Moss Point, MS",169.7,MS
1993,"Morgan City-Berwick, LA",147.5,LA
1993,"Dulac-Chauvin, LA",142.4,LA
1993,"Petersburg, AK",110.2,AK
1993,"Ketchikan, AK",100.6,AK
1993,"Los Angeles, CA",99.8,CA
1993,"Cape May-Wildwood, NJ",95.5,NJ
1993,"Newport, OR",89.0,OR
1993,"Portland, ME",87.3,ME
1993,"New Bedford, MA",86.4,MA
1993,"Naknek, AK",78.7,AK
1993,"Gloucester, MA",68.1,MA
1993,"Astoria, OR",68.0,OR
1993,"Point Judith, RI",61.2,RI
1993,"Bellingham, WA",45.7,WA
1993,"Atlantic City, NJ",41.6,NJ
1993,"Port Hueneme-Oxnard-Ventura, CA",39.9,CA
1993,"Kenai, AK",38.1,AK
1993,"Wanchese-Stumpy Point, NC",32.1,NC
1993,"Rockland, ME",32.0,ME
1993,"Coos Bay-Charleston, OR",29.0,OR
1993,"Westport, WA",28.2,WA
1993,"Honolulu, HI",26.6,HI
1993,"Sitka, AK",26.3,AK
1993,"Crescent City, CA",24.3,CA
1993,"Hampton Roads Area, VA",22.1,VA
1993,"Point Pleasant, NJ",21.9,NJ
1993,"Ilwaco-Chinook, WA",21.4,WA
1993,"Golden Meadow-Leeville, LA",20.8,LA
1993,"Anacortes-La Conner, WA",20.6,WA
1993,"Key West, FL",20.3,FL
1993,"Provincetown-Chatham, MA",20.2,MA
1993,"Belford, NJ",19.9,NJ
1993,"Brownsville-Port Isabel, TX",18.9,TX
1993,"Eureka, CA",18.3,CA
1993,"Cordova, AK",18.1,AK
1993,"Valdez, AK",18.0,AK
1993,"Grand Isle, LA",18.0,LA
1993,"Seward, AK",17.6,AK
1993,"Hampton Bay-Shinnicock, NY",16.4,NY
1993,"Bayou La Batre, AL",16.0,AL
1993,"Montauk, NY",15.9,NY
1993,"Port St. Joe, FL",15.6,FL
1993,"Monterey, CA",15.3,CA
1993,"Ocean City, MD",14.1,MD
1993,"Homer, AK",13.8,AK
1993,"Aransas Pass-Rockport, TX",13.5,TX
1993,"Cape Canaveral, FL",13.4,FL
1993,"San Francisco Area, CA",12.9,CA
1993,"Delacroix-Yscloskey, LA",12.8,LA
1993,"Apalachicola, FL",12.6,FL
1993,"Galveston, TX",12.5,TX
1993,"Tampa Bay-St. Petersburg, FL",12.4,FL
1993,"Newport, RI",11.9,RI
1993,"Engelhard-Swanquarter, NC",11.6,NC
1993,"Craig, AK",11.3,AK
1993,"Freeport, TX",11.1,TX
1993,"Boston, MA",11.1,MA
1993,"Seattle, WA",10.3,WA
1993,"Wrangell, AK",10.2,AK
