"Year ","Port ","Millions of Pounds"," Millions of Dollars "
"1998","Morgan City-Berwick, LA","158.6","17.8"
"1998","Los Angeles, CA","150.9","26.3"
"1998","Newport, OR","117.6","14.1"
"1998","Gloucester, MA","107.1","28.4"
"1998","Ketchikan, AK","99.9","22.8"
"1998","Cape May-Wildwood, NJ","93.9","29.3"
"1998","New Bedford, MA","91.9","94.9"
"1998","Astoria, OR","87.7","18"
"1998","Point Judith, RI","75.4","42.6"
"1998","Petersburg, AK","73","26.1"
"1998","Portland, ME","46.5","35.2"
"1998","Cordova, AK","45.4","20.7"
"1998","Seward, AK","45","26.3"
"1998","Rockland, ME","39","6.4"
"1998","Atlantic City, NJ","37.3","17.8"
"1998","Wanchese-Stumpy Point, NC","36.7","24.7"
"1998","Westport, WA","34.5","12.8"
"1998","Naknek, AK","34.1","29.5"
"1998","Point Pleasant, NJ","32.9","16.7"
"1998","Dulac-Chauvin, LA","30.5","38.7"
"1998","Honolulu, HI","28.3","49"
"1998","Moss Landing, CA","27.6","4.2"
"1998","Hampton Roads Area, VA","24.8","33.9"
"1998","Brownsville-Port Isabel, TX","24.7","64.2"
"1998","Bellingham, WA","24","16.7"
"1998","Bayou La Batre, AL","23.6","36.4"
"1998","Crescent City, CA","22.9","11"
"1998","Sitka, AK","19.3","24.3"
"1998","Homer, AK","19","18.9"
"1998","Key West, FL","18.9","44.8"
"1998","Kenai, AK","18.7","10.3"
"1998","Ilwaco-Chinook, WA","18.1","9.6"
"1998","Wrangell, AK","17.9","5.7"
"1998","Engelhard-Swanquarter, NC","17.7","12.5"
"1998","Golden Meadow-Leeville, LA","17.6","27.1"
"1998","Provincetown-Chatham, MA","17.2","9.9"
"1998","Galveston, TX","16.3","27.9"
"1998","Port Hueneme-Oxnard-Ventura, CA","16.2","8"
"1998","Hampton Bay-Shinnicock, NY","14.7","9.7"
"1998","Port Arthur, TX","14.6","32.6"
"1998","Palacios, TX","14.6","32.6"
"1998","Coos Bay-Charleston, OR","14.6","8.2"
"1998","Tampa Bay-St. Petersburg, FL","14.4","28.7"
"1998","Grand Isle, LA","14.4","17.1"
"1998","Gulfport-Biloxi, MS","14.1","30.1"
"1998","Delacroix-Yscloskey, LA","14","15.6"
"1998","Eureka, CA","12.8","9"
"1998","Montauk, NY","12.7","12.1"
"1998","Long Beach-Barnegat, NJ","12.6","10.2"
"1998","Delcambre, LA","12.4","22.5"
"1998","Ocean City, MD","11.4","6.4"
"1998","Fort Myers, FL","10.9","20.5"
"1998","Orleans, LA","10.7","6.9"
"1998","Oriental-Vandemere, NC","10.6","9.7"
"1998","Belhaven-Washington, NC","10.2","8.1"
"1998","San Francisco Area, CA","9.1","6.2"
"1998","Boston, MA","9","9.3"
"1998","Cape Canaveral, FL","8.9","10.6"
"1998","Aransas Pass-Rockport, TX","8.5","15.5"
"1998","Fort Bragg, CA","8.2","5.2"
"1998","Newport, RI","8","8.2"
"1998","Greenport, NY","8","4.1"
"1998","Belford, NJ","7.7","2.9"
"1998","Port St. Joe, FL","7.3","5.7"
"1998","Freeport, TX","7.3","16.1"
"1998","Anchorage, AK","7.1","3.4"
"1998","Assumption, MA","7","4.4"
"1998","Monterey, CA","6.9","2.3"
"1998","Charleston-Mt. Pleasant, SC","6.8","13"
"1998","Beaufort, SC","6.4","8.1"
"1998","Apalachicola, FL","6.4","10.7"
"1998","St. Martin, LA","6","4.2"
"1998","Lafitte-Barataria, LA","5.9","7"
"1998","Juneau, AK","5.8","8.4"
"1998","Stonington, CT","5.6","6.9"
"1998","Darien-Bellville, GA","5.6","10"
"1998","Anacortes-La Conner, WA","5.6","9.5"
"1998","San Diego, CA","5.4","5.2"
"1998","Iberia, LA","5.4","5.9"
"1998","Brookings, OR","5.4","4.3"
"1998","New London, CT","5.3","2.6"
"1998","Santa Barbara, CA","5.1","6.4"
"1998","Bon Secour-Gulf Shores, AL","4.9","9.6"
"1998","Stonington, ME","4.6","9.7"
"1998","Bodega Bay, CA","4.6","5.4"
"1998","Shelton, WA","3.7","7.8"
"1998","Mayport, FL","3.5","7.3"
"1998","Georgetown, SC","2.9","5.3"
"1998","Jonesport, ME","2.8","6.5"
"1998","Cape Charles-Oyster, VA","2.6","1.4"
"1998","Savannah, GA","2.5","5"
"1998","Chincoteague, VA","1.3",".8"
"1997","Dutch Harbor, AK","587.8","122.6"
"1997","Reedville, VA","499.4","32.4"
"1997","Empire-Venice, LA","395.9","57.8"
"1997","Cameron, LA","379.6","35.1"
"1997","Seattle, WA","336.1","22.1"
"1997","Kodiak, AK","277.5","88.6"
"1997","Intracoastal City, LA","270.8","15.5"
"1997","Morgan City-Berwick, LA","222.9","19.1"
"1997","Los Angeles, CA","168.2","31.4"
"1997","Pascagoula-Moss Point, MS","164.7","13.4"
"1997","Astoria, OR","114.8","22.4"
"1997","Port Hueneme-Oxnard-Ventura, CA","111.9","21.7"
"1997","Newport, OR","107.7","20.9"
"1997","New Bedford, MA","83.7","103.7"
"1997","Gloucester, MA","81.5","23.5"
"1997","Portland, ME","74.7","43.2"
"1997","Point Judith, RI","74.5","47.5"
"1997","Cape May-Wildwood, NJ","71","29.6"
"1997","Petersburg, AK","70.1","29.3"
"1997","Rockland, ME","68.3","7.3"
"1997","Ketchikan, AK","65.2","19.6"
"1997","Cordova, AK","59.4","26.4"
"1997","Moss Landing, CA","44.6","9.4"
"1997","Naknek, AK","41.5","27.6"
"1997","Atlantic City, NJ","39","20.8"
"1997","Wanchese-Stumpy Point, NC","38.1","24"
"1997","Kenai, AK","36.5","32.6"
"1997","Seward, AK","32.8","27.8"
"1997","Crescent City, CA","32.7","14.3"
"1997","Dulac-Chauvin, LA","32.5","42.1"
"1997","Point Pleasant, NJ","32.4","16.8"
"1997","Westport, WA","31.3","19.6"
"1997","Monterey, CA","30.7","5.1"
"1997","San Francisco Area, CA","29.4","23.7"
"1997","Honolulu, HI","28.3","54"
"1997","Bellingham, WA","24.8","17.2"
"1997","Homer, AK","24.6","19.9"
"1997","Hampton Roads Area, VA","24.2","31.2"
"1997","Coos Bay-Charleston, OR","21.5","12.1"
"1997","Sitka, AK","21.3","28.2"
"1997","Eureka, CA","19.7","12.7"
"1997","Key West, FL","18.8","54.9"
"1997","Provincetown-Chatham, MA","16.8","9.3"
"1997","Golden Meadow-Leeville, LA","15.1","24.8"
"1997","Engelhard-Swanquarter, NC","14.7","10.7"
"1997","Delacroix-Yscloskey, LA","13.9","15.8"
"1997","Fort Bragg, CA","13.8","9.5"
"1997","Brownsville-Port Isabel, TX","13.8","46.1"
"1997","Montauk, NY","13.6","13.6"
"1997","Hampton Bay-Shinnicock, NY","13.6","9.8"
"1997","Wrangell, AK","13.4","7.3"
"1997","Ocean City, MD","13.3","7.2"
"1997","Oriental-Vandemere, NC","13.2","11.2"
"1997","Ilwaco-Chinook, WA","13.1","8.3"
"1997","Grand Isle, LA","12.7","15.8"
"1997","Galveston, TX","12.5","24.2"
"1997","Belhaven-Washington, NC","12.4","8.2"
"1997","Bayou La Batre, AL","12.1","25.8"
"1997","Delcambre, LA","11.9","21.6"
"1997","Palacios, TX","11.5","30.4"
"1997","Boston, MA","10.4","10.2"
"1997","Cape Canaveral, FL","10.3","15.6"
"1997","Brookings, OR","10.2","6.1"
"1997","Long Beach-Barnegat, NJ","9.9","10.3"
"1997","Belford, NJ","9.9","2.5"
"1997","Port Arthur, TX","9.5","23.9"
"1997","Gulfport-Biloxi, MS","9.5","23.1"
"1997","Tampa Bay-St. Petersburg, FL","9.4","17.6"
"1997","Santa Barbara, CA","9.4","8.8"
"1997","Newport, RI","8.1","7.6"
"1997","Aransas Pass-Rockport, TX","7.8","17.4"
"1997","Fort Myers, FL","7.7","16"
"1997","Anchorage, AK","7.6","3.2"
"1997","Charleston-Mt. Pleasant, SC","7.1","14.6"
"1997","Greenport, NY","6.8","3.9"
"1997","Anacortes-La Conner, WA","6.5","2.8"
"1997","Morro Bay, CA","6.1","5.1"
"1997","Lafitte-Barataria, LA","6.1","9.2"
"1997","Bodega Bay, CA","6","5.3"
"1997","Freeport, TX","5.8","15.2"
"1997","New London, CT","5.7","3"
"1997","Darien-Bellville, GA","5.7","10.7"
"1997","Neah Bay, WA","5.6","4.2"
"1997","Apalachicola, FL","5.6","12.3"
"1997","Stonington, CT","5.4","6.6"
"1997","Iberia, LA","5.4","5.9"
"1997","Beaufort, SC","5.4","9.2"
"1997","Stonington, ME","5.3","10.7"
"1997","Juneau, AK","5.3","9.2"
"1997","Jonesport, ME","5.3","8.3"
"1997","Mayport, FL","3.9","6.1"
"1997","Bon Secour-Gulf Shores, AL","3.9","9.1"
"1997","Panama City, FL","3.6","5.5"
"1997","San Diego, CA","3.5","5.6"
"1997","Naples, FL","3.4",""
"1997","Poulsbo, WA","3.3","5.8"
"1997","Savannah, GA","3.1","6.8"
"1997","Georgetown, SC","3.1","5.4"
"1997","Shelton, WA","2.6","6.4"
"1997","Chincoteague, VA","1.2",".9"
"1997","Cape Charles-Oyster, VA",".7",".4"
"1996","Naples, FL","","9.7"
"1996","Reedville, VA","584.4","37"
"1996","Dutch Harbor, AK","579.6","118.7"
"1996","Empire-Venice, LA","316.5","45.4"
"1996","Cameron, LA","315.7","30.6"
"1996","Seattle, WA","241.2","20.6"
"1996","Kodiak, AK","202.7","82.3"
"1996","Intracoastal City, LA","199","11.1"
"1996","Morgan City-Berwick, LA","162.9","14.2"
"1996","Los Angeles, CA","156.9","36.6"
"1996","Pascagoula-Moss Point, MS","148","10.4"
"1996","Port Hueneme-Oxnard-Ventura, CA","138.9","34.8"
"1996","Ketchikan, AK","136.8","23.7"
"1996","Newport, OR","115","25"
"1996","Astoria, OR","107","28"
"1996","Petersburg, AK","105","36.4"
"1996","New Bedford, MA","91.3","104.3"
"1996","Cape May-Wildwood, NJ","82.6","30.9"
"1996","Portland, ME","78.3","38.8"
"1996","Gloucester, MA","76.9","24.3"
"1996","Point Judith, RI","63.4","37.8"
"1996","Cordova, AK","55.4","27.8"
"1996","Rockland, ME","52.7","6"
"1996","Westport, WA","45.6","31"
"1996","Wanchese-Stumpy Point, NC","43.4","24.6"
"1996","Valdez, AK","41.6","11.8"
"1996","Atlantic City, NJ","40.9","21.6"
"1996","Dulac-Chauvin, LA","38.3","45.2"
"1996","Kenai, AK","37.9","31.6"
"1996","Sitka, AK","32","33"
"1996","Seward, AK","29.2","25.5"
"1996","Crescent City, CA","26.4","16.8"
"1996","Moss Landing, CA","25.3","7.7"
"1996","Wrangell, AK","25.1","7.9"
"1996","Monterey, CA","24.9","4.6"
"1996","Coos Bay-Charleston, OR","24","16"
"1996","Ilwaco-Chinook, WA","23.9","12.3"
"1996","Key West, FL","23.7","62.8"
"1996","Honolulu, HI","22.9","47.9"
"1996","Hampton Roads Area, VA","22.9","31.2"
"1996","Point Pleasant, NJ","22.1","13.1"
"1996","Brownsville-Port Isabel, TX","22","60"
"1996","Homer, AK","21.8","18.9"
"1996","Bellingham, WA","21.4","14"
"1996","Cape Canaveral, FL","21.2","17.7"
"1996","Galveston, TX","21","37"
"1996","Bayou La Batre, AL","20.4","28.6"
"1996","San Francisco Area, CA","19.2","20.4"
"1996","Newport, RI","18","12"
"1996","Eureka, CA","18","12.3"
"1996","Provincetown-Chatham, MA","17.8","9.8"
"1996","Ocean City, MD","16.3","8.3"
"1996","Hampton Bay-Shinnicock, NY","15.7","9"
"1996","Engelhard-Swanquarter, NC","15","10.4"
"1996","Belhaven-Washington, NC","14.2","11.5"
"1996","Golden Meadow-Leeville, LA","14.1","22.1"
"1996","Oriental-Vandemere, NC","14","13.3"
"1996","Grand Isle, LA","13.9","18.1"
"1996","New London, CT","13.8","10.7"
"1996","Brookings, OR","13","11"
"1996","Aransas Pass-Rockport, TX","13","24"
"1996","Port Arthur, TX","12","27"
"1996","Anacortes-La Conner, WA","12","5.5"
"1996","Belford, NJ","11.9","2.9"
"1996","Tampa Bay-St. Petersburg, FL","11.8","20"
"1996","Palacios, TX","11","25"
"1996","Fort Myers, FL","11","19.3"
"1996","Santa Barbara, CA","10.9","9.9"
"1996","Fort Bragg, CA","10.9","7.3"
"1996","Delacroix-Yscloskey, LA","10.1","10.9"
"1996","Boston, MA","10.1","10.2"
"1996","Long Beach-Barnegat, NJ","9.9","9.1"
"1996","Montauk, NY","9.4","10.1"
"1996","Delcambre, LA","9.3","16.4"
"1996","Gulfport-Biloxi, MS","9.2","18.2"
"1996","Anchorage, AK","8.2","3.6"
"1996","Greenport, NY","7.7","3.4"
"1996","Poulsbo, WA","6.9","11.6"
"1996","Charleston-Mt. Pleasant, SC","6.9","10.8"
"1996","Juneau, AK","6.6","9.2"
"1996","Elizabeth City, NC","6.5","5.4"
"1996","Apalachicola, FL","6.5","14.1"
"1996","Iberia, LA","6","6.8"
"1996","Freeport, TX","6","14"
"1996","Lafitte-Barataria, LA","5.7","7.4"
"1996","Darien-Bellville, GA","5.5","8.7"
"1996","Morro Bay, CA","5.4","4.9"
"1996","Neah Bay, WA","5.3","4.6"
"1996","Shelton, WA","5.1","12.9"
"1996","Bon Secour-Gulf Shores, AL","5.1","8.9"
"1996","Beaufort, SC","4.8","6.5"
"1996","Orleans, LA","4.6","6.2"
"1996","Stonington, ME","3.5","7.2"
"1996","San Diego, CA","3.4","5.7"
"1996","Savannah, GA","3","5"
"1996","Jonesport, ME","2","5.2"
"1996","Cape Charles-Oyster, VA","1.1",".8"
"1996","Chincoteague, VA",".9",".7"
"1995","Reedville, VA","704.5","44.3"
"1995","Dutch Harbor, AK","684.6","146.2"
"1995","Kodiak, AK","362.4","105.4"
"1995","Empire-Venice, LA","298.1","51.1"
"1995","Cameron, LA","280","27.8"
"1995","Seattle, WA","229","20.3"
"1995","Intracoastal City, LA","179.2","10.1"
"1995","Los Angeles, CA","168.5","27"
"1995","Pascagoula-Moss Point, MS","128.6","12.3"
"1995","Morgan City-Berwick, LA","127.4","11.3"
"1995","Dulac-Chauvin, LA","123.3","53.4"
"1995","Naknek, AK","120.9","84.3"
"1995","Port Hueneme-Oxnard-Ventura, CA","116.8","26.8"
"1995","Ketchikan, AK","116.7","33.6"
"1995","Newport, OR","112","22"
"1995","Astoria, OR","89","26"
"1995","Petersburg, AK","83","44.8"
"1995","Point Judith, RI","75.5","37.6"
"1995","Cape May-Wildwood, NJ","75.2","30.5"
"1995","New Bedford, MA","70.8","89.7"
"1995","Portland, ME","66.8","40"
"1995","Gloucester, MA","64.6","25.5"
"1995","Rockland, ME","44.6","5.7"
"1995","Cordova, AK","42.5","24.9"
"1995","Atlantic City, NJ","42.3","22.2"
"1995","Wanchese-Stumpy Point, NC","39","25"
"1995","Kenai, AK","35","25.3"
"1995","Sitka, AK","31","32.4"
"1995","Valdez, AK","29.5","10.7"
"1995","Bellingham, WA","27","15"
"1995","Seward, AK","24.4","24.3"
"1995","Westport, WA","24","25"
"1995","Honolulu, HI","23.9","46.7"
"1995","Key West, FL","23.4","66.7"
"1995","Homer, AK","23.3","16.3"
"1995","Point Pleasant, NJ","22.7","11.8"
"1995","Bayou La Batre, AL","22.1","37.5"
"1995","Crescent City, CA","21.8","11.5"
"1995","Coos Bay-Charleston, OR","21","14"
"1995","Hampton Roads Area, VA","20.3","32.4"
"1995","Golden Meadow-Leeville, LA","18.7","31.3"
"1995","Monterey, CA","18.6","4.6"
"1995","Provincetown-Chatham, MA","18.5","10.9"
"1995","Ilwaco-Chinook, WA","18","10"
"1995","Hampton Bay-Shinnicock, NY","17.8","10.3"
"1995","Wrangell, AK","17.2","6.9"
"1995","Galveston, TX","17","38"
"1995","Brownsville-Port Isabel, TX","16","66"
"1995","San Francisco Area, CA","15.7","15.4"
"1995","Eureka, CA","15.1","10.3"
"1995","Belford, NJ","13.6","4.5"
"1995","Moss Landing, CA","13.4","6.6"
"1995","Newport, RI","13.2","11.4"
"1995","Grand Isle, LA","12.6","17.8"
"1995","Ocean City, MD","12.5","8.5"
"1995","Gulfport-Biloxi, MS","12","23.3"
"1995","Aransas Pass-Rockport, TX","12","33"
"1995","Anacortes-La Conner, WA","12","11"
"1995","Fort Bragg, CA","11.8","9"
"1995","Anchorage, AK","11.3","5.9"
"1995","Montauk, NY","11.1","13.9"
"1995","Engelhard-Swanquarter, NC","11","9"
"1995","Charleston-Mt. Pleasant, SC","11","19"
"1995","Tampa Bay-St. Petersburg, FL","10.9","18.2"
"1995","Cape Canaveral, FL","10.1","16.9"
"1995","Boston, MA","10.1","10"
"1995","Belhaven-Washington, NC","10","6"
"1995","Delacroix-Yscloskey, LA","9.3","12.8"
"1995","Oriental-Vandemere, NC","9","10"
"1995","Delcambre, LA","8.6","15.5"
"1995","Fort Myers, FL","8.5","15.9"
"1995","Long Beach-Barnegat, NJ","7.1","9.7"
"1995","Beaufort, SC","7","11"
"1995","Santa Barbara, CA","6.9","10.1"
"1995","Orleans, LA","6.5","10.2"
"1995","Bodega Bay, CA","6.4","5.8"
"1995","Greenport, NY","6.3","3.5"
"1995","Morro Bay, CA","6.2","6.5"
"1995","Port Arthur, TX","6","22"
"1995","Palacios, TX","6","21"
"1995","Elizabeth City, NC","6","4"
"1995","Darien-Bellville, GA","6","11"
"1995","Brookings, OR","6","5"
"1995","Bon Secour-Gulf Shores, AL","5.5","10.4"
"1995","Panama City, FL","5.4","2.4"
"1995","Iberia, LA","5.4","7.6"
"1995","Lafitte-Barataria, LA","5.2","7.3"
"1995","Shelton, WA","5","12"
"1995","Neah Bay, WA","5","5"
"1995","Apalachicola, FL","4.7","10.2"
"1995","Mayport, FL","4.3","8"
"1995","Savannah, GA","4","6"
"1995","Poulsbo, WA","4","6"
"1995","Georgetown, SC","4","6"
"1995","Freeport, TX","4","15"
"1995","San Diego, CA","3.7","6.2"
"1995","Stonington, ME","2.2","2.3"
"1995","Chincoteague, VA","1.1","1"
"1995","Jonesport, ME",".8","1.5"
"1995","Cape Charles-Oyster, VA",".4",".3"
"1994","Dutch Harbor, AK","699.6","224.1"
"1994","Reedville, VA","512.3","32.4"
"1994","Empire-Venice, LA","431.7","60.1"
"1994","Cameron, LA","401.8","33.9"
"1994","Seattle, WA","391.8","21.6"
"1994","Kodiak, AK","307.7","107.6"
"1994","Intracoastal City, LA","304.8","16.3"
"1994","Morgan City-Berwick, LA","243.6","20"
"1994","Dulac-Chauvin, LA","217","55"
"1994","Pascagoula-Moss Point, MS","200.9","22"
"1994","Petersburg, AK","126.3","43.4"
"1994","Newport, OR","122.2","19"
"1994","Naknek, AK","100.4","61.5"
"1994","Los Angeles, CA","98.2","24.5"
"1994","Ketchikan, AK","93.6","29.1"
"1994","Cape May-Wildwood, NJ","85.4","33.8"
"1994","Astoria, OR","78.9","18.6"
"1994","New Bedford, MA","68.7","82.3"
"1994","Port Hueneme-Oxnard-Ventura, CA","68.3","26.7"
"1994","Portland, ME","65.3","43.6"
"1994","Point Judith, RI","62.3","36.5"
"1994","Cordova, AK","60.8","23.6"
"1994","Gloucester, MA","50.6","27.3"
"1994","Kenai, AK","44.3","35"
"1994","Atlantic City, NJ","42.8","20.9"
"1994","Wanchese-Stumpy Point, NC","39","22"
"1994","Point Pleasant, NJ","37","15.3"
"1994","Rockland, ME","33.8","3.2"
"1994","Sitka, AK","32.4","24.3"
"1994","Seward, AK","30.7","16.6"
"1994","Crescent City, CA","28.4","18.4"
"1994","Monterey, CA","27.6","6.4"
"1994","Westport, WA","27","21"
"1994","Bellingham, WA","27","17"
"1994","Delacroix-Yscloskey, LA","25.3","37.6"
"1994","Ilwaco-Chinook, WA","24","11"
"1994","Coos Bay-Charleston, OR","24","13.4"
"1994","Key West, FL","21.5","53"
"1994","Hampton Roads Area, VA","21","33.8"
"1994","Brownsville-Port Isabel, TX","21","64.1"
"1994","Cape Canaveral, FL","19.5","30.6"
"1994","Homer, AK","19.2","17.4"
"1994","Honolulu, HI","19.1","44"
"1994","Provincetown-Chatham, MA","18.8","10.5"
"1994","Wrangell, AK","18.4","6.2"
"1994","Eureka, CA","18.4","13"
"1994","Belford, NJ","18.3","6.9"
"1994","Bayou La Batre, AL","18.3","36.7"
"1994","Hampton Bay-Shinnicock, NY","17.5","10.6"
"1994","Golden Meadow-Leeville, LA","17.2","30.1"
"1994","Port St. Joe, FL","15.1","4"
"1994","Moss Landing, CA","14.3","4.4"
"1994","Engelhard-Swanquarter, NC","14","11"
"1994","Aransas Pass-Rockport, TX","13","29.3"
"1994","Orleans, LA","12.5","19.5"
"1994","Ocean City, MD","12.5","7.8"
"1994","Galveston, TX","12.4","26.3"
"1994","Newport, RI","12.1","12.1"
"1994","Montauk, NY","11.6","14.7"
"1994","Tampa Bay-St. Petersburg, FL","11.3","20.9"
"1994","Fort Myers, FL","11.1","23.5"
"1994","Belhaven-Washington, NC","11","7"
"1994","San Francisco Area, CA","10.9","7.4"
"1994","San Diego, CA","10.7","8.7"
"1994","Brookings, OR","10.6","7"
"1994","Fort Bragg, CA","10.2","6.2"
"1994","Boston, MA","10.2","9.7"
"1994","Oriental-Vandemere, NC","10","10"
"1994","Santa Barbara, CA","9.9","13.4"
"1994","Palacios, TX","9.8","24.5"
"1994","Delcambre, LA","9.8","18.9"
"1994","Grand Isle, LA","9.6","12.1"
"1994","Valdez, AK","9.5","2.3"
"1994","Port Arthur, TX","8.7","23.1"
"1994","Anchorage, AK","8.4","4.3"
"1994","Apalachicola, FL","8.3","22.4"
"1994","Charleston-Mt. Pleasant, SC","8","14"
"1994","Freeport, TX","7.6","19.6"
"1994","Gulfport-Biloxi, MS","7.5","18.2"
"1994","Elizabeth City, NC","7","5"
"1994","Anacortes-La Conner, WA","7","6"
"1994","Lafitte-Barataria, LA","6.8","12.7"
"1994","Cortez, FL","6.8","2.9"
"1994","Greenport, NY","6.5","3.9"
"1994","Mayport, FL","6.4","13.5"
"1994","Morro Bay, CA","6.3","4.2"
"1994","Darien-Bellville, GA","6","8"
"1994","Port Lavaca, TX","5.6","8.9"
"1994","Bodega Bay, CA","5.6","4.7"
"1994","Iberia, LA","5.1","7.1"
"1994","Shelton, WA","5","10"
"1994","Bon Secour-Gulf Shores, AL","5","10.8"
"1994","Beaufort, SC","5","7"
"1994","Long Beach-Barnegat, NJ","4.9","9.5"
"1994","Savannah, GA","4","5"
"1994","Garibaldi, OR","3.2","1.9"
"1994","Stonington, ME","3","2.9"
"1994","Georgetown, SC","3","5"
"1994","Chincoteague, VA","1.3","1"
"1994","Cape Charles-Oyster, VA",".5",".3"
"1993","Dutch Harbor, AK","793.9","161.2"
"1993","Reedville, VA","639.9","42"
"1993","Kodiak, AK","374.2","81.5"
"1993","Empire-Venice, LA","335.4","52.3"
"1993","Cameron, LA","323.1","27.4"
"1993","Intracoastal City, LA","202.7","11"
"1993","Pascagoula-Moss Point, MS","169.7","10.7"
"1993","Morgan City-Berwick, LA","147.5","13"
"1993","Dulac-Chauvin, LA","142.4","48"
"1993","Petersburg, AK","110.2","32.8"
"1993","Ketchikan, AK","100.6","27"
"1993","Los Angeles, CA","99.8","13.7"
"1993","Cape May-Wildwood, NJ","95.5","36.2"
"1993","Newport, OR","89","17"
"1993","Portland, ME","87.3","49.1"
"1993","New Bedford, MA","86.4","107.7"
"1993","Naknek, AK","78.7","43.5"
"1993","Gloucester, MA","68.1","31.3"
"1993","Astoria, OR","68","19"
"1993","Point Judith, RI","61.2","35.3"
"1993","Bellingham, WA","45.7","20.2"
"1993","Atlantic City, NJ","41.6","17.8"
"1993","Port Hueneme-Oxnard-Ventura, CA","39.9","10.3"
"1993","Kenai, AK","38.1","26.9"
"1993","Wanchese-Stumpy Point, NC","32.1","14.2"
"1993","Rockland, ME","32","3.1"
"1993","Coos Bay-Charleston, OR","29","11"
"1993","Westport, WA","28.2","18.1"
"1993","Honolulu, HI","26.6","56.9"
"1993","Sitka, AK","26.3","14.3"
"1993","Crescent City, CA","24.3","12.4"
"1993","Hampton Roads Area, VA","22.1","26.7"
"1993","Point Pleasant, NJ","21.9","12.2"
"1993","Ilwaco-Chinook, WA","21.4","9.3"
"1993","Golden Meadow-Leeville, LA","20.8","26.2"
"1993","Anacortes-La Conner, WA","20.6","11.9"
"1993","Key West, FL","20.3","35.2"
"1993","Provincetown-Chatham, MA","20.2","13.8"
"1993","Belford, NJ","19.9","6.5"
"1993","Brownsville-Port Isabel, TX","18.9","46.6"
"1993","Eureka, CA","18.3","9.1"
"1993","Cordova, AK","18.1","10.7"
"1993","Valdez, AK","18","10.4"
"1993","Grand Isle, LA","18","13.5"
"1993","Seward, AK","17.6","6.6"
"1993","Hampton Bay-Shinnicock, NY","16.4","9.3"
"1993","Bayou La Batre, AL","16","24.3"
"1993","Montauk, NY","15.9","15.8"
"1993","Port St. Joe, FL","15.6","5.4"
"1993","Monterey, CA","15.3","4"
"1993","Ocean City, MD","14.1","7.6"
"1993","Homer, AK","13.8","7.9"
"1993","Aransas Pass-Rockport, TX","13.5","24"
"1993","Cape Canaveral, FL","13.4","17.2"
"1993","San Francisco Area, CA","12.9","9.3"
"1993","Delacroix-Yscloskey, LA","12.8","11.8"
"1993","Apalachicola, FL","12.6","7.9"
"1993","Galveston, TX","12.5","18.2"
"1993","Tampa Bay-St. Petersburg, FL","12.4","19.6"
"1993","Newport, RI","11.9","11.2"
"1993","Engelhard-Swanquarter, NC","11.6","5.6"
"1993","Craig, AK","11.3","3.2"
"1993","Freeport, TX","11.1","13"
"1993","Boston, MA","11.1","10.8"
"1993","Seattle, WA","10.3","9.4"
"1993","Wrangell, AK","10.2","2.7"
"1993","Brookings, OR","10","5"
"1993","Lafitte-Barataria, LA","9.8","11"
"1993","Port Arthur, TX","9.7","18.2"
"1993","Morro Bay, CA","9.6","5"
"1993","Santa Barbara, CA","9.2","15.8"
"1993","Palacios, TX","9.1","15.1"
"1993","Gulfport-Biloxi, MS","8.8","15.3"
"1993","Olympia, WA","8.7","18.8"
"1993","Delcambre, LA","8.5","12.8"
"1993","Neah Bay, WA","8.4","6.7"
"1993","Fort Bragg, CA","8.4","4.8"
"1993","Anchorage, AK","8.4","5.4"
"1993","Elizabeth City, NC","7.6","3.1"
"1993","Charleston-Mt. Pleasant, SC","7.4","10.7"
"1993","Bodega Bay, CA","7.1","4.2"
"1993","Garibaldi, OR","7","3"
"1993","Moss Landing, CA","6.9","3.1"
"1993","Beaufort, SC","6.3","7.8"
"1993","Darien-Bellville, GA","6.1","9"
"1993","Stonington, ME","5.7","3.6"
"1993","Iberia, LA","5.5","6.2"
"1993","Oriental-Vandemere, NC","5.4","4.2"
"1993","Bon Secour-Gulf Shores, AL","5.3","9.4"
"1993","Long Beach-Barnegat, NJ","4.9","9.1"
"1993","Mayport, FL","4.8","6.2"
"1993","Port Angeles, WA","4.3","6.8"
"1993","Greenport, NY","4.3","2.7"
"1993","Georgetown, SC","3.7","5.5"
"1993","Poulsbo, WA","2.7","5.8"
"1993","Chincoteague, VA","2.5","1.8"
"1993","Juneau, AK","2","1.1"
"1993","Cape Charles-Oyster, VA","1.3",".9"
"1992","Dutch Harbor, AK","740.4","197.9"
"1992","Reedville, VA","563.6","29"
"1992","Kodiak, AK","290.6","107"
"1992","Empire-Venice, LA","276.5","58.7"
"1992","Cameron, LA","246.3","26.9"
"1992","Pascagoula-Moss Point, MS","177","12.4"
"1992","Intracoastal City, LA","175.9","10.4"
"1992","Morgan City-Berwick, LA","130.8","14.3"
"1992","New Bedford, MA","104.8","151.6"
"1992","Gloucester, MA","102.4","34.6"
"1992","Los Angeles, CA","94.9","14.6"
"1992","Cape May-Wildwood, NJ","94.5","34.9"
"1992","Petersburg, AK","85.2","37.3"
"1992","Kenai, AK","71.4","84.4"
"1992","Ketchikan, AK","70.6","27.8"
"1992","Point Judith, RI","68.1","36.6"
"1992","Astoria, OR","67","19"
"1992","Dulac-Chauvin, LA","66","52.8"
"1992","Portland, ME","60","43.6"
