"Year ","Port ","Millions of Pounds"," Millions of Dollars "
"1985","Astoria, OR","25.5","9.5"
"1985","Ocean City, MD","24.5","11.1"
"1985","Aransas Pass-Rockport, TX","24.2","43"
"1985","Brownsville-Port Isabel, TX","22.9","49.6"
"1985","Wanchese-Stumpy Point, NC","22.7","13.3"
"1985","Atlantic City, NJ","22.7","12.3"
"1985","Hampton Roads Area, VA","22.3","15.9"
"1985","Bayou La Batre, AL","21","30.4"
"1985","Lafitte-Barataria, LA","20.6","29"
"1985","Cape Canaveral, FL","20.3","21.2"
"1985","Port Hueneme-Oxnard-Ventura, CA","19.9","5.4"
"1985","Crescent City, CA","19.8","8.1"
"1985","Boston, MA","19.8","12"
"1985","Port Moller, AK","19.5","18.1"
"1985","Point Pleasant, NJ","18.4","6.5"
"1985","Monterey, CA","18.2","4"
"1985","Golden Meadow-Leeville, LA","18.2","23.5"
"1985","Newport, RI","16.8","13.7"
"1985","Fort Bragg, CA","16","7.8"
"1985","Oriental-Vandemere, NC","15.3","11.1"
"1985","Key West, FL","15.3","23.3"
"1985","Anacortes-La Conner, WA","14.2","8.3"
"1985","Westport, WA","12.8","9.8"
"1985","Galveston, TX","12.8","13.4"
"1985","Everett, WA","12.5","2.2"
"1985","Morro Bay, CA","12.1","7.4"
"1985","Port Arthur, TX","11.6","22.6"
"1985","Grand Isle, LA","11.1","12.4"
"1985","Delacroix-Yscloskey, LA","11","10.6"
"1985","Panama City, FL","10.9","8.5"
"1985","Chincoteague, VA","10.9","5.9"
"1985","Santa Barbara, CA","10.7","5.5"
"1985","Apalachicola, FL","10","12.4"
"1985","Moss Landing, CA","9.6","3.3"
"1985","Hampton Bay-Shinnicock, NY","9.1","5.5"
"1985","Freeport, TX","8.8","17.2"
"1985","Fort Myers, FL","8.7","15.4"
"1985","Montauk, NY","8.4","8.9"
"1985","Morgan City-Berwick, LA","7.7","4"
"1985","Delcambre, LA","7.7","12.7"
"1985","Ilwaco-Chinook, WA","7","2.7"
"1985","Bodega Bay, CA","6.9","5.4"
"1985","Cape Charles-Oyster, VA","6.7","3"
"1985","Darien-Bellville, GA","6.4","8.1"
"1985","Tacoma, WA","6.3","6.3"
"1985","Brookings, OR","6.2","3.4"
"1985","San Diego, CA","6.1","6.8"
"1985","Tillamook, OR","5.8","2.7"
"1985","Bon Secour-Gulf Shores, AL","5.8","10.2"
"1985","Port Orford, OR","5.6",""
"1984","Cordova, AK","","10"
"1984","Cameron, LA","679.2","38.2"
"1984","Reedville, VA","474.7","27.7"
"1984","Pascagoula-Moss Point, MS","425.3","25"
"1984","Empire-Venice, LA","383.5","41.6"
"1984","Dulac-Chauvin, LA","327.2","59.7"
"1984","Los Angeles, CA","237","84.6"
"1984","Gloucester, MA","180.5","37.3"
"1984","Kodiak, AK","113.6","69.9"
"1984","New Bedford, MA","100.3","108.6"
"1984","Point Judith, RI","71","27.3"
"1984","Seattle, WA","60.3","16.5"
"1984","Petersburg, AK","54.1","24.9"
"1984","Cape May-Wildwood, NJ","52.9","28.1"
"1984","Gulfport-Biloxi, MS","50.8","20.7"
"1984","Dutch Harbor, AK","46.9","20.3"
"1984","Cape Canaveral, FL","45.1","26.2"
"1984","San Diego, CA","43.6","20.1"
"1984","Rockland, ME","43.2","9.4"
"1984","Sitka, AK","39.8","26.8"
"1984","Portland, ME","37.8","14.5"
"1984","Bellingham, WA","34","14.9"
"1984","Hampton Roads Area, VA","33.4","21.2"
"1984","Monterey, CA","30.3","3.6"
"1984","Atlantic City, NJ","28.8","14.4"
"1984","Wanchese-Stumpy Point, NC","28.1","10.8"
"1984","Provincetown-Chatham, MA","27.7","9.5"
"1984","Newport, OR","25.7","9.5"
"1984","Aransas Pass-Rockport, TX","25.2","51.1"
"1984","Ocean City, MD","24.4","11"
"1984","Astoria, OR","23.1","9.2"
"1984","Brownsville-Port Isabel, TX","23","51"
"1984","Eureka, CA","22.5","8.6"
"1984","San Francisco Area, CA","22.4","9.2"
"1984","Boston, MA","20.3","11.2"
"1984","Coos Bay-Charleston, OR","20.1","6.4"
"1984","Port Moller, AK","18.3","11.5"
"1984","Bayou La Batre, AL","18.2","31.5"
"1984","Key West, FL","17.7","21.8"
"1984","Oriental-Vandemere, NC","17.2","6.9"
"1984","Golden Meadow-Leeville, LA","16.2","23.6"
"1984","Crescent City, CA","15.9","7"
"1984","Westport, WA","15","6.6"
"1984","Point Pleasant, NJ","13.3","5.5"
"1984","Fort Bragg, CA","12.7","4.3"
"1984","Lafitte-Barataria, LA","12.5","24.1"
"1984","Galveston, TX","11.9","20.1"
"1984","Montauk, NY","10.9","9.7"
"1984","Delacroix-Yscloskey, LA","10.8","10.8"
"1984","Apalachicola, FL","10.8","13.2"
"1984","Ilwaco-Chinook, WA","10.6","4.5"
"1984","Santa Barbara, CA","10.1","5.6"
"1984","Port Hueneme-Oxnard-Ventura, CA","9.4","3.2"
"1984","Akutan, AK","9.4","5.1"
"1984","Grand Isle, LA","9.2","11"
"1984","Freeport, TX","9","19.1"
"1984","Delcambre, LA","8.6","14.9"
"1984","Hampton Bay-Shinnicock, NY","8.2","4.6"
"1984","Fort Myers, FL","8.2","13.9"
"1984","Chincoteague, VA","8.2","4.1"
"1984","Everett, WA","6.6","1.9"
"1984","Darien-Bellville, GA","6.5","4.9"
"1984","Homer, AK","6.4","5.8"
"1984","Anacortes-La Conner, WA","6.4","5.3"
"1984","Bon Secour-Gulf Shores, AL","5.9","11.5"
"1984","Brookings, OR","5.1","1.5"
"1984","Greenport, NY","4.9","6.2"
"1984","Cape Charles-Oyster, VA","4.5","2.2"
"1983","Hampton Bay-Shinnicock, NY","","4.4"
"1983","Cameron, LA","743.9","39.5"
"1983","Reedville, VA","631.4","30.5"
"1983","Pascagoula-Moss Point, MS","380.2","23.2"
"1983","Empire-Venice, LA","281.9","31.8"
"1983","Dulac-Chauvin, LA","269.2","47.7"
"1983","Los Angeles, CA","262.3","85.1"
"1983","Gloucester, MA","152.1","38.1"
"1983","New Bedford, MA","112.3","109.3"
"1983","Kodiak, AK","89","60.4"
"1983","San Diego, CA","84.6","37.5"
"1983","Point Judith, RI","62.8","25.5"
"1983","Gulfport-Biloxi, MS","57.6","21"
"1983","Rockland, ME","55.1","12.3"
"1983","Portland, ME","54.8","16"
"1983","Petersburg, AK","50.3","19.3"
"1983","Dutch Harbor, AK","48.9","36.4"
"1983","Cape May-Wildwood, NJ","43.1","25"
"1983","Seattle, WA","42.2","8.5"
"1983","San Francisco Area, CA","42","22.2"
"1983","Akutan, AK","33.7","10.1"
"1983","Hampton Roads Area, VA","31","20.9"
"1983","Newport, OR","28.8","10.4"
"1983","Astoria, OR","28.5","11.2"
"1983","Wanchese-Stumpy Point, NC","27","9.4"
"1983","Provincetown-Chatham, MA","26.7","9.6"
"1983","Coos Bay-Charleston, OR","26.2","8.3"
"1983","Boston, MA","24.2","11.4"
"1983","Bellingham, WA","23.9","8.6"
"1983","Port Hueneme-Oxnard-Ventura, CA","22.7","3.7"
"1983","Eureka, CA","21.9","7"
"1983","Brownsville-Port Isabel, TX","21","55"
"1983","Aransas Pass-Rockport, TX","21","50"
"1983","Ocean City, MD","20.6","9.3"
"1983","Westport, WA","18.5","9.8"
"1983","Atlantic City, NJ","18.1","7.6"
"1983","Monterey, CA","17.6","3.4"
"1983","Cape Canaveral, FL","15.4","16"
"1983","Crescent City, CA","14.5","8.1"
"1983","Fort Bragg, CA","14.4","4.2"
"1983","Oriental-Vandemere, NC","14","7.1"
"1983","Bayou La Batre, AL","13.6","28.5"
"1983","Galveston, TX","12","16"
"1983","Key West, FL","11.7","18.6"
"1983","Point Pleasant, NJ","11.5","6.2"
"1983","Chincoteague, VA","11.3","4.8"
"1983","Ilwaco-Chinook, WA","10.8","4.4"
"1983","Apalachicola, FL","10.8","14.1"
"1983","Lafitte-Barataria, LA","9.4","16.5"
"1983","Santa Barbara, CA","9.3","4.3"
"1983","Golden Meadow-Leeville, LA","9.3","15.2"
"1983","Everett, WA","9.2","2.7"
"1983","Greenport, NY","8.4","7.7"
"1983","Fort Myers, FL","7.3","8.6"
"1983","Anacortes-La Conner, WA","7","3.1"
"1983","Darien-Bellville, GA","6.9","9.2"
"1983","Delacroix-Yscloskey, LA","6.6","9"
"1983","Grand Isle, LA","6.4","7.7"
"1983","Port Lavaca, TX","6","9"
"1983","Port Arthur, TX","6","12"
"1983","Palacios, TX","6","11"
"1983","Freeport, TX","6","17"
"1983","Cape Charles-Oyster, VA","5.7","2.8"
"1983","Port Orford, OR","5.6","1.3"
"1983","Delcambre, LA","5.6","6.2"
"1983","Bon Secour-Gulf Shores, AL","5","11.8"
"1983","Brookings, OR","4.7","2.2"
"1983","Neah Bay, WA","2.7","2.6"
"1982","Morgan City-Berwick, LA","","12.6"
"1982","Cameron, LA","714.7","40.4"
"1982","Reedville, VA","576.7","28.1"
"1982","Los Angeles, CA","334.8","92.9"
"1982","Pascagoula-Moss Point, MS","331.6","18.5"
"1982","Empire-Venice, LA","267.3","36.4"
"1982","Dulac-Chauvin, LA","265.6","51.7"
"1982","Gloucester, MA","148.2","43.6"
"1982","San Diego, CA","106.8","59.7"
"1982","Kodiak, AK","105.3","90.1"
"1982","New Bedford, MA","95.7","84.4"
"1982","Portland, ME","68.1","15.1"
"1982","Point Judith, RI","65.1","20.5"
"1982","Rockland, ME","50.6","10.7"
"1982","Dutch Harbor, AK","47","47.8"
"1982","Newport, OR","46.7","14.5"
"1982","Cape May-Wildwood, NJ","45.2","18.1"
"1982","Astoria, OR","45","15.7"
"1982","Monterey, CA","44.5","9.3"
"1982","Seattle, WA","44.4","15.6"
"1982","San Francisco Area, CA","43.5","18.3"
"1982","Petersburg, AK","38.8","19.6"
"1982","Coos Bay-Charleston, OR","37","14.3"
"1982","Port Hueneme-Oxnard-Ventura, CA","36.4","3.8"
"1982","Eureka, CA","36","12.4"
"1982","Akutan, AK","33.4","15.6"
"1982","Wanchese-Stumpy Point, NC","32.5","13"
"1982","Hampton Roads Area, VA","30.4","13.5"
"1982","Provincetown-Chatham, MA","30.3","11"
"1982","Boston, MA","27.7","13.5"
"1982","Bellingham, WA","26.6","16.9"
"1982","Ocean City, MD","23.4","9.9"
"1982","Westport, WA","21.1","8.5"
"1982","Atlantic City, NJ","19.1","8.8"
"1982","Brownsville-Port Isabel, TX","19","52.2"
"1982","Aransas Pass-Rockport, TX","18","41.1"
"1982","Bayou La Batre, AL","17.8","33.8"
"1982","Crescent City, CA","17.7","9.8"
"1982","Fort Bragg, CA","16.8","6.4"
"1982","Fernandina Beach, FL","16.5","4.7"
"1982","Golden Meadow-Leeville, LA","14.2","21.5"
"1982","Oriental-Vandemere, NC","14","7.7"
"1982","Cape Canaveral, FL","12.5","12.8"
"1982","Lafitte-Barataria, LA","11.9","21.9"
"1982","Anacortes-La Conner, WA","11.9","8"
"1982","Santa Barbara, CA","11","4.9"
"1982","Delacroix-Yscloskey, LA","10.6","9.8"
"1982","Point Pleasant, NJ","10.5","4.6"
"1982","Delcambre, LA","10.4","17.6"
"1982","Key West, FL","10","19"
"1982","Ilwaco-Chinook, WA","9.9","3.7"
"1982","Everett, WA","9.5","3"
"1982","Fort Myers, FL","9.2","11.9"
"1982","Freeport, TX","9","26"
"1982","Apalachicola, FL","9","10.2"
"1982","Brookings, OR","7.7","4.6"
"1982","Darien-Bellville, GA","7.1","7.9"
"1982","Galveston, TX","7","15"
"1982","Chincoteague, VA","6.6","3.8"
"1982","Port Lavaca, TX","6","6"
"1982","Bon Secour-Gulf Shores, AL","5.9","12.4"
"1982","Grand Isle, LA","5.6","5.7"
"1982","Port Arthur, TX","5","10"
"1982","Palacios, TX","5","9"
"1982","Cape Charles-Oyster, VA","4.7","2.9"
"1982","Morro Bay, CA","4.2","2.6"
"1981","Cameron, LA","447","29.9"
"1981","Los Angeles, CA","373","110.5"
"1981","Empire-Venice, LA","221","30.5"
"1981","Pascagoula-Moss Point, MS","220","16.8"
"1981","Dulac-Chauvin, LA","203","55.2"
"1981","Kodiak, AK","193","132.9"
"1981","Gloucester, MA","166","45.1"
"1981","San Diego, CA","149","83"
"1981","New Bedford, MA","76","77.9"
"1981","Dutch Harbor, AK","73","57.6"
"1981","Ketchikan, AK","52","28.7"
"1981","Monterey, CA","49","10.4"
"1981","Port Hueneme-Oxnard-Ventura, CA","48","4.6"
"1981","Newport, OR","46","25"
"1981","Rockland, ME","44","13.4"
"1981","Astoria, OR","44","15"
"1981","Cape May-Wildwood, NJ","42","20.5"
"1981","Point Judith, RI","41","13.2"
"1981","Akutan, AK","40","29.2"
"1981","Wanchese-Stumpy Point, NC","39","12.7"
"1981","Portland, ME","39","17"
"1981","Petersburg, AK","39","22"
"1981","Coos Bay-Charleston, OR","36","18.2"
"1981","San Francisco Area, CA","35","18"
"1981","Eureka, CA","35","13.5"
"1981","Hampton Roads Area, VA","29","22.8"
"1981","Brownsville-Port Isabel, TX","28","48.4"
"1981","Boston, MA","28","12.4"
"1981","Bellingham, WA","27","12"
"1981","Seattle, WA","25","15"
"1981","Bayou La Batre, AL","25","31.4"
"1981","Westport, WA","24","10"
"1981","Aransas Pass-Rockport, TX","24","41"
"1981","Ocean City, MD","23","10.5"
"1981","Provincetown-Chatham, MA","19","8.5"
"1981","Key West, FL","18","27"
"1981","Atlantic City, NJ","18","7.9"
"1981","Oriental-Vandemere, NC","17","6.5"
"1981","Cape Canaveral, FL","17","15.9"
"1981","Ilwaco-Chinook, WA","16","5.8"
"1981","Golden Meadow-Leeville, LA","16","18.5"
"1981","Fort Myers, FL","15","18"
"1981","Fort Bragg, CA","15","6.3"
"1981","Crescent City, CA","15","8.2"
"1981","Santa Barbara, CA","14","5.9"
"1981","Lafitte-Barataria, LA","14","16.7"
"1981","Freeport, TX","14","26.8"
"1981","Apalachicola, FL","12","12.3"
"1981","Delcambre, LA","11","18.8"
"1981","Point Pleasant, NJ","10","4.7"
"1981","Chincoteague, VA","9","5.1"
"1981","Anacortes-La Conner, WA","9","7.2"
"1981","Galveston, TX","8","13.3"
"1981","Grand Isle, LA","7","7.8"
"1981","Cape Charles-Oyster, VA","7","3.5"
"1981","Brookings, OR","7","3.8"
"1981","Bon Secour-Gulf Shores, AL","7","11.6"
"1981","Darien-Bellville, GA","6","4.6"
"1981","Thunderbolt, GA","5","3.4"
"1981","Port Arthur, TX","5","8.2"
"1981","Morro Bay, CA","5","3.1"
