Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1961,12,-0.076,,-0.087,-0.079,-0.095,
1962,1,-0.135,,-0.087,-0.079,-0.095,
1962,2,-0.019,,-0.087,-0.079,-0.094,
1962,3,0.028,,-0.086,-0.079,-0.094,
1962,4,-0.144,,-0.086,-0.078,-0.094,
1962,5,-0.099,,-0.086,-0.078,-0.093,
1962,6,-0.081,,-0.085,-0.078,-0.093,
1962,7,-0.070,,-0.085,-0.078,-0.093,
1962,8,-0.060,,-0.085,-0.077,-0.092,
1962,9,-0.068,,-0.085,-0.077,-0.092,
1962,10,-0.050,,-0.084,-0.077,-0.092,
1962,11,-0.030,,-0.084,-0.077,-0.092,
1962,12,-0.070,,-0.084,-0.076,-0.091,
1963,1,-0.089,,-0.084,-0.076,-0.091,
1963,2,-0.177,,-0.083,-0.076,-0.091,
1963,3,-0.087,,-0.083,-0.075,-0.090,
1963,4,-0.068,,-0.083,-0.075,-0.090,
1963,5,-0.126,,-0.082,-0.075,-0.090,
1963,6,-0.097,,-0.082,-0.075,-0.090,
1963,7,-0.091,,-0.082,-0.074,-0.089,
1963,8,-0.115,,-0.082,-0.074,-0.089,
1963,9,-0.086,,-0.081,-0.074,-0.089,
1963,10,-0.144,,-0.081,-0.074,-0.088,
1963,11,-0.045,,-0.081,-0.073,-0.088,
1963,12,-0.149,,-0.080,-0.073,-0.088,
1964,1,-0.083,,-0.080,-0.073,-0.088,
1964,2,-0.092,,-0.080,-0.073,-0.087,
1964,3,-0.091,,-0.080,-0.072,-0.087,
1964,4,-0.202,,-0.079,-0.072,-0.087,
1964,5,-0.126,,-0.079,-0.072,-0.086,
1964,6,-0.124,,-0.079,-0.072,-0.086,
1964,7,-0.140,,-0.079,-0.071,-0.086,
1964,8,-0.118,,-0.078,-0.071,-0.086,
1964,9,-0.110,,-0.078,-0.071,-0.085,
1964,10,-0.117,,-0.078,-0.071,-0.085,
1964,11,-0.085,,-0.077,-0.070,-0.085,
1964,12,-0.101,,-0.077,-0.070,-0.084,
1965,1,-0.055,,-0.077,-0.070,-0.084,
1965,2,-0.086,,-0.077,-0.069,-0.084,
1965,3,-0.112,,-0.076,-0.069,-0.083,
1965,4,-0.071,,-0.076,-0.069,-0.083,
1965,5,-0.120,,-0.076,-0.069,-0.083,
1965,6,-0.121,,-0.076,-0.068,-0.083,
1965,7,-0.101,,-0.075,-0.068,-0.082,
1965,8,-0.148,,-0.075,-0.068,-0.082,
1965,9,-0.123,,-0.075,-0.068,-0.082,
1965,10,-0.126,,-0.074,-0.067,-0.081,
1965,11,-0.097,,-0.074,-0.067,-0.081,
1965,12,-0.092,,-0.074,-0.067,-0.081,
1966,1,-0.049,,-0.074,-0.067,-0.081,
1966,2,-0.098,,-0.073,-0.066,-0.080,
1966,3,-0.087,,-0.073,-0.066,-0.080,
1966,4,-0.095,,-0.073,-0.066,-0.080,
1966,5,-0.105,,-0.072,-0.066,-0.079,
1966,6,-0.118,,-0.072,-0.065,-0.079,
1966,7,-0.070,,-0.072,-0.065,-0.079,
1966,8,-0.099,,-0.072,-0.065,-0.079,
1966,9,-0.056,,-0.071,-0.064,-0.078,
1966,10,-0.168,,-0.071,-0.064,-0.078,
1966,11,-0.112,,-0.071,-0.064,-0.078,
1966,12,-0.104,,-0.071,-0.064,-0.077,
1967,1,-0.058,,-0.070,-0.063,-0.077,
1967,2,-0.110,,-0.070,-0.063,-0.077,
1967,3,-0.054,,-0.070,-0.063,-0.077,
1967,4,-0.025,,-0.069,-0.063,-0.076,
1967,5,-0.029,,-0.069,-0.062,-0.076,
1967,6,-0.084,,-0.069,-0.062,-0.076,
1967,7,-0.073,,-0.069,-0.062,-0.075,
1967,8,-0.075,,-0.068,-0.062,-0.075,
1967,9,-0.080,,-0.068,-0.061,-0.075,
1967,10,-0.095,,-0.068,-0.061,-0.074,
1967,11,-0.091,,-0.067,-0.061,-0.074,
1967,12,0.006,,-0.067,-0.061,-0.074,
1968,1,-0.122,,-0.067,-0.060,-0.074,
1968,2,-0.092,,-0.067,-0.060,-0.073,
1968,3,-0.094,,-0.066,-0.060,-0.073,
1968,4,-0.086,,-0.066,-0.059,-0.073,
1968,5,-0.044,,-0.066,-0.059,-0.072,
1968,6,-0.030,,-0.066,-0.059,-0.072,
1968,7,-0.091,,-0.065,-0.059,-0.072,
1968,8,-0.075,,-0.065,-0.058,-0.072,
1968,9,-0.074,,-0.065,-0.058,-0.071,
1968,10,-0.111,,-0.064,-0.058,-0.071,
1968,11,-0.021,,-0.064,-0.058,-0.071,
1968,12,-0.122,,-0.064,-0.057,-0.070,
1969,1,-0.116,,-0.064,-0.057,-0.070,
1969,2,0.006,,-0.063,-0.057,-0.070,
1969,3,-0.039,,-0.063,-0.057,-0.070,
1969,4,-0.101,,-0.063,-0.056,-0.069,
1969,5,-0.099,,-0.063,-0.056,-0.069,
1969,6,-0.057,,-0.062,-0.056,-0.069,
1969,7,-0.058,,-0.062,-0.056,-0.068,
1969,8,-0.051,,-0.062,-0.055,-0.068,
1969,9,-0.046,,-0.061,-0.055,-0.068,
1969,10,-0.050,,-0.061,-0.055,-0.068,
1969,11,-0.005,,-0.061,-0.054,-0.067,
1969,12,0.018,,-0.061,-0.054,-0.067,
1970,1,-0.043,,-0.060,-0.054,-0.067,
1970,2,-0.061,,-0.060,-0.054,-0.066,
1970,3,-0.075,,-0.060,-0.053,-0.066,
1970,4,-0.043,,-0.059,-0.053,-0.066,
1970,5,-0.102,,-0.059,-0.053,-0.066,
1970,6,-0.057,,-0.059,-0.053,-0.065,
1970,7,-0.070,,-0.059,-0.052,-0.065,
1970,8,-0.032,,-0.058,-0.052,-0.065,
1970,9,-0.074,,-0.058,-0.052,-0.064,
1970,10,-0.062,,-0.058,-0.052,-0.064,
1970,11,0.037,,-0.058,-0.051,-0.064,
1970,12,0.015,,-0.057,-0.051,-0.064,
1971,1,-0.071,,-0.057,-0.051,-0.063,
1971,2,-0.037,,-0.057,-0.050,-0.063,
1971,3,-0.054,,-0.056,-0.050,-0.063,
1971,4,-0.013,,-0.056,-0.050,-0.062,
1971,5,-0.011,,-0.056,-0.050,-0.062,
1971,6,-0.036,,-0.056,-0.049,-0.062,
1971,7,-0.064,,-0.055,-0.049,-0.062,
1971,8,-0.066,,-0.055,-0.049,-0.061,
1971,9,-0.050,,-0.055,-0.049,-0.061,
1971,10,0.005,,-0.055,-0.048,-0.061,
1971,11,0.040,,-0.054,-0.048,-0.060,
1971,12,-0.055,,-0.054,-0.048,-0.060,
1972,1,-0.064,,-0.054,-0.048,-0.060,
1972,2,-0.019,,-0.053,-0.047,-0.060,
1972,3,,,-0.053,-0.047,-0.059,
1972,4,,,-0.053,-0.047,-0.059,
1972,5,,,-0.053,-0.047,-0.059,
1972,6,,,-0.052,-0.046,-0.058,
1972,7,,,-0.052,-0.046,-0.058,
1972,8,,,-0.052,-0.046,-0.058,
1972,9,,,-0.051,-0.045,-0.058,
1972,10,,,-0.051,-0.045,-0.057,
1972,11,,,-0.051,-0.045,-0.057,
1972,12,,,-0.051,-0.045,-0.057,
1973,1,-0.004,,-0.050,-0.044,-0.056,
1973,2,0.057,,-0.050,-0.044,-0.056,
